Year,week,Weekend,Top 10 Gross,%± LY,Overall Gross,%± LY.1,Releases,#1 Release
2010,35,Aug 27-29,"$87,206,831",-17.2%,"$114,807,532",-8.2%,113,Takers
2009,35,Aug 28-30,"$105,329,392",+53.7%,"$125,028,168",+27.3%,119,The Final Destination
2008,35,Aug 29-Sep 1Labor Day wknd,"$85,925,307",-24.4%,"$123,794,714",-16.5%,120,Tropic Thunder
2008,35,Aug 29-31,"$68,515,837",-25.3%,"$98,191,562",-17%,121,Tropic Thunder
2007,35,Aug 31-Sep 3Labor Day wknd,"$113,621,805",+27.7%,"$148,188,768",+14.6%,118,Halloween
2007,35,Aug 31-Sep 2,"$91,762,724",+29.7%,"$118,256,479",+16.3%,110,Halloween
2006,35,Sep 1-4Labor Day wknd,"$88,992,177",-2.9%,"$129,258,128",+9.8%,124,Invincible
2006,35,Sep 1-3,"$70,735,453",-2.9%,"$101,692,847",+9.4%,116,Invincible
2005,35,Sep 2-4,"$72,867,782",-7.6%,"$92,929,769",-10.6%,121,Transporter 2
2005,35,Sep 2-5Labor Day wknd,"$91,625,845",-,"$117,734,958",-,131,Transporter 2
2004,35,Aug 27-29,"$78,830,121",+4.9%,"$103,982,499",+2.2%,126,Hero
2003,35,Aug 29-Sep 1Labor Day wknd,"$97,613,356",+15.3%,"$133,861,747",+15.4%,140,Jeepers Creepers 2
2003,35,Aug 29-31,"$75,172,635",+14.6%,"$101,758,466",+15.2%,106,Jeepers Creepers 2
2002,35,Aug 30-Sep 2Labor Day wknd,"$84,684,178",-3.5%,"$115,948,185",-2.2%,138,Signs
2002,35,Aug 30-Sep 1,"$65,616,415",-6.9%,"$88,308,074",+8.6%,91,Signs
2001,35,Aug 31-Sep 2,"$70,470,375",+57.5%,"$81,288,785",+66.1%,19,Jeepers Creepers
2001,35,Aug 31-Sep 3Labor Day wknd,"$87,742,692",+26.3%,"$118,505,659",+13.1%,64,Jeepers Creepers
2000,35,Sep 1-4Labor Day wknd,"$69,478,205",-,"$104,801,241",-,64,Bring It On
2000,35,Sep 1-3,"$44,741,276",-36.3%,"$48,935,304",-48.2%,17,Bring It On
1999,35,Aug 27-29,"$70,233,626",+28.2%,"$94,393,000",+34%,68,The Sixth Sense
1998,35,Aug 28-30,"$54,769,564",+184.7%,"$70,454,613",+266.2%,26,Blade
1997,35,Aug 29-31,"$19,239,290",+270.7%,"$19,239,290",+270.7%,7,G.I. Jane
1997,35,Aug 29-Sep 1Labor Day wknd,"$68,345,712",+9.1%,"$87,553,350",+8.6%,24,G.I. Jane
1996,35,Aug 30-Sep 2Labor Day wknd,"$62,626,184",+16.4%,"$80,584,172",+11.3%,24,The Crow: City of Angels
1996,35,Aug 30-Sep 1,"$5,189,858",+24.1%,"$5,189,858",+24.1%,2,Independence Day
1995,35,Sep 1-4Labor Day wknd,"$53,817,582",-13.9%,"$72,389,776",-14.2%,23,Mortal Kombat
1995,35,Sep 1-3,"$4,181,094",+316.1%,"$4,181,094",+316.1%,3,Apollo 13
1994,35,Sep 2-5Labor Day wknd,"$62,539,348",-,"$84,416,885",-,23,Forrest Gump
1994,35,Sep 2-4,"$1,004,805",-97.8%,"$1,004,805",-98.2%,2,Jurassic Park
1993,35,Aug 27-29,"$44,770,879",+29.9%,"$56,125,071",+42.4%,22,The Fugitive
1992,35,Aug 28-30,"$34,455,346",+672.4%,"$39,402,279",+783.3%,16,Honeymoon in Vegas
1991,35,Aug 30-Sep 1,"$4,460,683",+884.5%,"$4,460,683",+884.5%,1,Terminator 2: Judgment Day
1991,35,Aug 30-Sep 2Labor Day wknd,"$41,478,692",-8.8%,"$52,377,453",-11.6%,21,Dead Again
1990,35,Aug 31-Sep 2,"$453,096",-95.2%,"$453,096",-95.2%,1,Total Recall
1990,35,Aug 31-Sep 3Labor Day wknd,"$45,500,658",-2.6%,"$59,283,181",+1%,19,Ghost
1989,35,Sep 1-4Labor Day wknd,"$46,737,111",-,"$58,699,756",-,20,Uncle Buck
1989,35,Sep 1-3,"$9,470,807",-74%,"$9,470,807",-79.4%,3,Parenthood
1988,35,Aug 26-28,"$36,449,530",+11.6%,"$45,965,695",+18.7%,20,A Nightmare on Elm Street: The Dream Master
1987,35,Aug 28-30,"$32,650,971",-,"$38,723,976",-,17,Stakeout
1986,35,Aug 29-Sep 1Labor Day wknd,"$34,645,277",-4.7%,"$45,860,165",-1.3%,20,Stand by Me
1985,35,Aug 30-Sep 2Labor Day wknd,"$36,335,209",-13.5%,"$46,449,252",-7.8%,17,Back to the Future
1985,35,Aug 30-Sep 1,"$7,149,345",+42.8%,"$7,149,345",+42.8%,1,Back to the Future
1984,35,Aug 31-Sep 3Labor Day wknd,"$41,990,317",+15.4%,"$50,362,865",+19.1%,16,Tightrope
1984,35,Aug 31-Sep 2,"$5,004,808",-,"$5,004,808",-,1,Ghostbusters
1983,35,Sep 2-5Labor Day wknd,"$36,378,995",-,"$42,297,329",-,15,Mr. Mom
1982,35,Aug 27-29,"$27,770,359","+4,818.7%","$34,961,778","+6,092.4%",16,E.T. the Extra-Terrestrial
1981,35,Aug 28-30,"$564,593",-,"$564,593",-,1,Body Heat
1980,35,Aug 29-Sep 1Labor Day wknd,"$1,856,849",+77%,"$1,856,849",+77%,2,Battle Creek Brawl
1979,35,Aug 31-Sep 3Labor Day wknd,"$1,049,075",-,"$1,049,075",-,1,Alien
1977,35,Sep 2-5Labor Day wknd,"$7,737,847",-,"$7,737,847",-,1,Star Wars: Episode IV - A New Hope
2019,36,Sep 6-8,"$123,496,912",+16.1%,"$138,423,528",+14.3%,92,It Chapter Two
2018,36,Sep 7-9,"$106,333,196",-30.5%,"$121,114,594",-26.2%,112,The Nun
2017,36,Sep 8-10,"$153,028,668",+128.8%,"$164,044,803",+63.9%,135,It
2016,36,Sep 2-5Labor Day wknd,"$85,743,900",+9.8%,"$128,361,944",+9.8%,98,Don't Breathe
2016,36,Sep 2-4,"$66,887,892",+11.4%,"$100,107,664",+10.5%,106,Don't Breathe
2015,36,Sep 4-6,"$60,032,495",+24.9%,"$90,555,329",+36.9%,95,War Room
2015,36,Sep 4-7Labor Day wknd,"$78,105,044",-,"$116,912,740",-,85,War Room
2014,36,Sep 5-7,"$48,083,368",-22%,"$66,163,578",-22.2%,120,Guardians of the Galaxy
2013,36,Sep 6-8,"$61,672,745",+31.9%,"$85,014,635",+25.5%,135,Riddick
2012,36,Sep 7-9,"$46,747,004",-22.8%,"$67,728,681",-17.3%,125,The Possession
2011,36,Sep 9-11,"$60,588,164",-18.7%,"$81,936,910",-22%,139,Contagion
2010,36,Sep 3-6Labor Day wknd,"$93,408,796",-3%,"$132,758,175",+6.7%,111,The American
2010,36,Sep 3-5,"$74,512,580",-2.5%,"$105,085,438",+7.5%,113,The American
2009,36,Sep 4-7Labor Day wknd,"$96,256,938",-,"$124,476,257",-,108,The Final Destination
2009,36,Sep 4-6,"$76,384,281",+64.8%,"$97,776,362",+43.8%,110,The Final Destination
2008,36,Sep 5-7,"$46,350,874",-25%,"$68,005,476",-15%,126,Bangkok Dangerous
2007,36,Sep 7-9,"$61,765,508",+26%,"$80,016,875",+11.7%,129,3:10 to Yuma
2006,36,Sep 8-10,"$49,006,882",-30.6%,"$71,646,441",-17.1%,126,The Covenant
2005,36,Sep 9-11,"$70,635,980",+19.7%,"$86,410,517",-2.9%,138,The Exorcism of Emily Rose
2004,36,Sep 3-5,"$58,998,603",+27.9%,"$89,016,102",+31.7%,110,Hero
2004,36,Sep 3-6Labor Day wknd,"$75,033,354",-,"$116,573,642",-,136,Hero
2003,36,Sep 5-7,"$46,118,364",-17.3%,"$67,595,843",-6.3%,144,Dickie Roberts: Former Child Star
2002,36,Sep 6-8,"$55,776,823",-2.6%,"$72,144,672",-4.7%,137,Swimfan
2001,36,Sep 7-9,"$57,243,510",+37.3%,"$75,714,187",+24.4%,61,The Musketeer
2000,36,Sep 8-10,"$41,681,570",-35.3%,"$60,869,331",-32.8%,67,The Watcher
1999,36,Sep 3-6Labor Day wknd,"$82,141,478",+42.8%,"$98,251,351",+24.8%,22,The Sixth Sense
1999,36,Sep 3-5,"$64,374,500",+244.1%,"$90,614,631",+384.4%,61,The Sixth Sense
1998,36,Sep 4-7Labor Day wknd,"$57,518,654",-,"$78,756,126",-,29,There's Something About Mary
1998,36,Sep 4-6,"$18,708,033",-50.3%,"$18,708,033",-59%,7,There's Something About Mary
1997,36,Sep 5-7,"$37,641,254",+5.1%,"$45,632,225",+8.3%,21,Fire Down Below
1996,36,Sep 6-8,"$35,811,017",+4.5%,"$42,144,489",-5.9%,17,Bulletproof
1995,36,Sep 8-10,"$34,269,144",+4.3%,"$44,789,261",+11.3%,21,"To Wong Foo Thanks for Everything, Julie Newmar"
1994,36,Sep 9-11,"$32,859,150",+440.8%,"$40,234,815",+562.2%,17,Forrest Gump
1993,36,Sep 3-6Labor Day wknd,"$52,107,606",+36.2%,"$67,578,289",+46.5%,20,The Fugitive
1993,36,Sep 3-5,"$6,076,192",+3.4%,"$6,076,192",+3.4%,3,Jurassic Park
1992,36,Sep 4-6,"$5,878,961",-76.1%,"$5,878,961",-78.6%,2,Unforgiven
1992,36,Sep 4-7Labor Day wknd,"$38,245,606",-,"$46,138,714",-,18,Honeymoon in Vegas
1991,36,Sep 6-8,"$24,587,347",-7.6%,"$27,446,479",-18.2%,15,Dead Again
1990,36,Sep 7-9,"$26,610,869",-8.8%,"$33,559,790",-5%,18,Ghost
1989,36,Sep 8-10,"$29,178,292","+48,110.3%","$35,328,007","+58,271.2%",16,Uncle Buck
1988,36,Sep 2-4,"$60,523",-,"$60,523",-,1,Rocket Gibraltar
1988,36,Sep 2-5Labor Day wknd,"$42,965,505",+11.1%,"$55,190,374",+20.8%,20,A Nightmare on Elm Street: The Dream Master
1987,36,Sep 4-7Labor Day wknd,"$38,661,851",-,"$45,680,052",-,15,Stakeout
1986,36,Sep 5-7,"$21,635,984",+3.4%,"$24,076,977",+4.9%,14,Stand by Me
1985,36,Sep 6-8,"$20,928,090",-11.9%,"$22,944,120",-18.6%,12,Back to the Future
1984,36,Sep 7-9,"$23,747,687",+12%,"$28,189,891",+22.9%,16,Tightrope
1983,36,Sep 9-11,"$21,211,110",+247.6%,"$22,942,548",+276%,12,Mr. Mom
1982,36,Sep 3-5,"$6,101,478",-,"$6,101,478",-,2,E.T. the Extra-Terrestrial
1982,36,Sep 3-6Labor Day wknd,"$34,020,756",-,"$46,419,294",-,21,An Officer and a Gentleman
1979,36,Sep 7-9,"$649,505",-,"$649,505",-,1,Alien
2019,37,Sep 13-15,"$97,031,904",+3.2%,"$110,793,852",+1.5%,106,It Chapter Two
2018,37,Sep 14-16,"$94,001,600",-7.5%,"$109,133,476",-2.8%,130,The Predator
2017,37,Sep 15-17,"$101,574,131",+26.4%,"$112,222,203",+11.3%,143,It
2016,37,Sep 9-11,"$80,346,710",-1.6%,"$100,848,825",-1.6%,122,Sully
2015,37,Sep 11-13,"$81,621,359",+11.4%,"$102,512,365",+12.2%,110,The Perfect Guy
2014,37,Sep 12-14,"$73,297,493",-15.3%,"$91,402,770",-11.8%,122,No Good Deed
2013,37,Sep 13-15,"$86,531,368",+33.5%,"$103,651,335",+19.4%,134,Insidious: Chapter 2
2012,37,Sep 14-16,"$64,824,244",-21.8%,"$86,814,721",-15%,124,Resident Evil: Retribution
2011,37,Sep 16-18,"$82,870,886",+34.3%,"$102,167,957",+24.7%,140,The Lion King2011 3D Release
2010,37,Sep 10-12,"$61,707,602",-13.6%,"$81,958,202",-11.2%,123,Resident Evil: Afterlife
2009,37,Sep 11-13,"$71,451,514",-13%,"$92,274,610",-8.7%,122,I Can Do Bad All by Myself
2008,37,Sep 12-14,"$82,159,485",+36.1%,"$101,041,980",+27.3%,131,Burn After Reading
2007,37,Sep 14-16,"$60,351,939",+7.1%,"$79,356,601",+1.9%,135,The Brave One
2006,37,Sep 15-17,"$56,361,184",-15.1%,"$77,842,743",-7.6%,132,Gridiron Gang
2005,37,Sep 16-18,"$66,381,308",+12.3%,"$84,288,797",+5%,140,Just Like Heaven
2004,37,Sep 10-12,"$59,095,246",-15.2%,"$80,268,102",-8.1%,125,Resident Evil: Apocalypse
2003,37,Sep 12-14,"$69,711,433",-,"$87,386,431",+3.1%,153,Once Upon a Time in Mexico
2002,37,Sep 13-15,"$69,672,402",+44.4%,"$84,746,312",+28.6%,149,Barbershop
2001,37,Sep 14-16,"$48,256,060",+38.8%,"$65,880,280",+22.7%,62,Hardball
2000,37,Sep 15-17,"$34,760,709",-41.7%,"$53,693,969",-29.7%,71,The Watcher
1999,37,Sep 10-12,"$59,580,103",+59.7%,"$76,393,987",+73.8%,66,Stigmata
1998,37,Sep 11-13,"$37,299,155",-3.1%,"$43,948,741",-3.7%,24,Rounders
1997,37,Sep 12-14,"$38,503,336",+15.5%,"$45,628,862",+4.9%,20,The Game
1996,37,Sep 13-15,"$33,340,470",+8.5%,"$43,490,451",+5.8%,21,Maximum Risk
1995,37,Sep 15-17,"$30,722,545",-11.1%,"$41,122,823",-1.6%,23,"To Wong Foo Thanks for Everything, Julie Newmar"
1994,37,Sep 16-18,"$34,550,533",+11.3%,"$41,776,613",+9%,21,Timecop
1993,37,Sep 10-12,"$31,054,523",+4.8%,"$38,312,009",+15.2%,18,The Fugitive
1992,37,Sep 11-13,"$29,629,258",-9.5%,"$33,259,247",-6.6%,19,Sneakers
1991,37,Sep 13-15,"$32,732,248",+0.7%,"$35,591,819",+0.2%,15,Freddy's Dead
1990,37,Sep 14-16,"$32,513,703",+0.4%,"$35,528,390",+2%,17,Postcards from the Edge
1989,37,Sep 15-17,"$32,380,301",+37.1%,"$34,828,917",+26.2%,16,Sea of Love
1988,37,Sep 9-11,"$23,615,419",+6.2%,"$27,600,424",+5.1%,20,Moon Over Parador
1987,37,Sep 11-13,"$22,243,933",+23.4%,"$26,256,803",+25.8%,16,Stakeout
1986,37,Sep 12-14,"$18,025,769",+16.6%,"$20,867,539",+19.9%,16,Stand by Me
1985,37,Sep 13-15,"$15,460,965",-28%,"$17,409,785",-26.1%,14,Back to the Future
1984,37,Sep 14-16,"$21,466,596",+16.1%,"$23,568,230",+13.7%,14,Ghostbusters
1983,37,Sep 16-18,"$18,492,541",-4.5%,"$20,720,273",-1.5%,13,Mr. Mom
1982,37,Sep 10-12,"$19,366,793",-,"$21,026,422",-,12,E.T. the Extra-Terrestrial
1979,37,Sep 14-16,"$485,711",-,"$485,711",-,1,Alien
2019,38,Sep 20-22,"$113,373,910",+44.8%,"$123,431,530",+33.7%,106,Downton Abbey
2018,38,Sep 21-23,"$78,315,568",-27.8%,"$92,316,508",-21.7%,124,The House with a Clock in Its Walls
2017,38,Sep 22-24,"$108,472,634",+52.6%,"$117,918,784",+31%,131,Kingsman: The Golden Circle
2016,38,Sep 16-18,"$71,090,385",-26.1%,"$90,021,653",-20.2%,126,Sully
2015,38,Sep 18-20,"$96,138,932",+6.8%,"$112,827,167",+9.3%,114,Maze Runner: The Scorch Trials
2014,38,Sep 19-21,"$90,003,667",+28.9%,"$103,238,746",+18.2%,124,The Maze Runner
2013,38,Sep 20-22,"$69,831,206",-2.9%,"$87,331,800",-3.9%,141,Prisoners
2012,38,Sep 21-23,"$71,888,652",-30.5%,"$90,881,797",-23%,123,End of Watch
2011,38,Sep 23-25,"$103,498,944",+22.7%,"$118,048,412",+17.3%,141,The Lion King2011 3D Release
2010,38,Sep 17-19,"$84,334,484",+1.3%,"$100,674,305",-1.2%,135,The Town
2009,38,Sep 18-20,"$83,214,524",+14.3%,"$101,915,572",+14.1%,132,Cloudy with a Chance of Meatballs
2008,38,Sep 19-21,"$72,805,930",-3.1%,"$89,307,263",-8.1%,137,Lakeview Terrace
2007,38,Sep 21-23,"$75,128,042",-2.7%,"$97,200,703",-1.5%,133,Resident Evil: Extinction
2006,38,Sep 22-24,"$77,173,306",-8.5%,"$98,631,092",-1.2%,141,Jackass Number Two
2005,38,Sep 23-25,"$84,333,686",+40.4%,"$99,849,960",+26.7%,142,Flightplan
2004,38,Sep 17-19,"$60,061,974",-31.1%,"$78,833,307",-26.2%,137,Sky Captain and the World of Tomorrow
2003,38,Sep 19-21,"$87,127,122",+34.9%,"$106,760,959",+33.2%,148,Underworld
2002,38,Sep 20-22,"$64,605,510",+64.9%,"$80,142,906",+35%,162,Barbershop
2001,38,Sep 21-23,"$39,168,070",-12.1%,"$59,361,105",-4.8%,63,Hardball
2000,38,Sep 22-24,"$44,541,332",-32.2%,"$62,338,330",-20.9%,71,Urban Legends: Final Cut
1999,38,Sep 17-19,"$65,709,789",+2.1%,"$78,800,737",+17.9%,70,Blue Streak
1998,38,Sep 18-20,"$64,340,871",+30.1%,"$66,831,494",+22%,21,Rush Hour
1997,38,Sep 19-21,"$49,465,428",+12%,"$54,795,847",+11.1%,21,In & Out
1996,38,Sep 20-22,"$44,173,203",+7.8%,"$49,319,835",+6.2%,20,The First Wives Club
1995,38,Sep 22-24,"$40,976,642",+25.1%,"$46,433,744",+27.3%,20,Se7en
1994,38,Sep 23-25,"$32,749,380",+1.3%,"$36,482,968",-7.4%,18,Timecop
1993,38,Sep 17-19,"$32,317,714",-1.6%,"$39,402,413",+4.1%,17,Striking Distance
1992,38,Sep 18-20,"$32,832,734",+27.1%,"$37,855,791",+28%,20,Sneakers
1991,38,Sep 20-22,"$25,831,535",-24.5%,"$29,574,251",-21.1%,19,Freddy's Dead
1990,38,Sep 21-23,"$34,219,317",+2.2%,"$37,477,889",+3.6%,17,Goodfellas
1989,38,Sep 22-24,"$33,489,412",+63.6%,"$36,178,108",+40.3%,17,Black Rain
1988,38,Sep 16-18,"$20,473,628",-38%,"$25,779,048",-25.9%,21,A Fish Called Wanda
1987,38,Sep 18-20,"$33,023,930",+88%,"$34,796,674",+68%,16,Fatal Attraction
1986,38,Sep 19-21,"$17,567,338",+18.3%,"$20,717,282",+23.8%,16,Top Gun
1985,38,Sep 20-22,"$14,851,692",-41.3%,"$16,737,313",-41.6%,13,Back to the Future
1984,38,Sep 21-23,"$25,311,934",+64.1%,"$28,654,590",+56.9%,18,All of Me
1983,38,Sep 23-25,"$15,423,345",-21.8%,"$18,261,007",-16%,15,Mr. Mom
1982,38,Sep 17-19,"$19,721,027",+462.6%,"$21,733,447",+520%,13,E.T. the Extra-Terrestrial
1981,38,Sep 18-20,"$3,505,428","+1,958%","$3,505,428","+1,958%",2,Continental Divide
1980,38,Sep 19-21,"$170,335",-77.1%,"$170,335",-77.1%,1,Ordinary People
1979,38,Sep 21-23,"$742,634",-,"$742,634",-,2,Alien
2019,39,Sep 27-29,"$83,354,126",-9.5%,"$94,527,125",-11.2%,111,Abominable
2018,39,Sep 28-30,"$92,141,186",+14.8%,"$106,442,479",+17.2%,130,Night School
2017,39,Sep 29-Oct 1,"$80,260,428",-13.6%,"$90,846,336",-12.8%,131,Kingsman: The Golden Circle
2016,39,Sep 23-25,"$92,840,344",-26.1%,"$104,137,992",-24.4%,134,The Magnificent Seven
2015,39,Sep 25-27,"$125,667,878",+30.9%,"$137,820,669",+28%,118,Hotel Transylvania 2
2014,39,Sep 26-28,"$95,966,661",+4.8%,"$107,678,203",-0.4%,131,The Equalizer
2013,39,Sep 27-29,"$91,565,449",-11.1%,"$108,160,536",-9.3%,135,Cloudy with a Chance of Meatballs 2
2012,39,Sep 28-30,"$102,991,094",+23.6%,"$119,272,334",+20.1%,122,Hotel Transylvania
2011,39,Sep 30-Oct 2,"$83,299,660",-6.3%,"$99,307,078",-1.4%,127,Dolphin Tale
2010,39,Sep 24-26,"$88,901,910",+12%,"$100,709,968",+4%,138,Wall Street: Money Never Sleeps
2009,39,Sep 25-27,"$79,376,189",-3.4%,"$96,863,428",-4.4%,137,Cloudy with a Chance of Meatballs
2008,39,Sep 26-28,"$82,148,111",+12.8%,"$101,343,749",+11.2%,125,Eagle Eye
2007,39,Sep 28-30,"$72,818,734",-12.6%,"$91,136,426",-8.9%,133,The Game Plan
2006,39,Sep 29-Oct 1,"$83,332,898",+16.6%,"$100,058,793",+12.7%,137,Open Season
2005,39,Sep 30-Oct 2,"$71,498,614",+28.4%,"$88,784,004",+24.4%,150,Flightplan
2004,39,Sep 24-26,"$55,689,771",-24.9%,"$71,379,304",-23.6%,148,The Forgotten
2003,39,Sep 26-28,"$74,175,948",-16.5%,"$93,445,678",-8.6%,152,The Rundown
2002,39,Sep 27-29,"$88,803,978",+45%,"$102,257,212",+34.8%,155,Sweet Home Alabama
2001,39,Sep 28-30,"$61,239,377",+21.9%,"$75,855,334",+16.8%,62,Don't Say a Word
2000,39,Sep 29-Oct 1,"$50,235,733",-27.2%,"$64,957,895",-18.4%,65,Remember the Titans
1999,39,Sep 24-26,"$69,030,702",+7.7%,"$79,615,116",+17.5%,61,Double Jeopardy
1998,39,Sep 25-27,"$64,079,026",+5.5%,"$67,758,243",+5.2%,22,Rush Hour
1997,39,Sep 26-28,"$60,725,880",+47.2%,"$64,405,519",+40.5%,19,The Peacemaker
1996,39,Sep 27-29,"$41,257,611",-4.9%,"$45,830,105",-6.4%,21,The First Wives Club
1995,39,Sep 29-Oct 1,"$43,393,255",+14.9%,"$48,956,463",+19.5%,20,Se7en
1994,39,Sep 30-Oct 2,"$37,774,192",-11.1%,"$40,963,426",-15.5%,17,The River Wild
1993,39,Sep 24-26,"$42,505,243",+7.4%,"$48,492,345",+9.6%,19,The Good Son
1992,39,Sep 25-27,"$39,580,764",+34.1%,"$44,229,974",+33.1%,17,The Last of the Mohicans
1991,39,Sep 27-29,"$29,505,944",-10%,"$33,226,644",-4.9%,17,The Fisher King
1990,39,Sep 28-30,"$32,770,487",+18.4%,"$34,922,115",+9.7%,14,Pacific Heights
1989,39,Sep 29-Oct 1,"$27,672,339",+54.2%,"$31,836,738",+20.7%,15,Black Rain
1988,39,Sep 23-25,"$17,949,885",-30.6%,"$26,377,271",-9.6%,22,Dead Ringers
1987,39,Sep 25-27,"$25,867,132",+18.6%,"$29,168,716",+21.5%,16,Fatal Attraction
1986,39,Sep 26-28,"$21,808,317",-0.9%,"$24,011,402",+2.2%,15,Crocodile Dundee
1985,39,Sep 27-29,"$22,010,983",-10%,"$23,503,085",-17.3%,14,Invasion U.S.A.
1984,39,Sep 28-30,"$24,455,746",+35.9%,"$28,430,081",+37.1%,18,All of Me
1983,39,Sep 30-Oct 2,"$17,997,328",-14.6%,"$20,733,834",-12.1%,13,The Big Chill
1982,39,Sep 24-26,"$21,068,215","+30,474.9%","$23,594,998","+34,141.8%",14,Amityville II: The Possession
1981,39,Sep 25-27,"$68,907",-98.6%,"$68,907",-98.6%,1,Chariots of Fire
1980,39,Sep 26-28,"$4,784,434","+1,116%","$4,784,434","+1,116%",5,In God We Trust (or Gimme That Prime Time Religion)
1979,39,Sep 28-30,"$393,452",-,"$393,452",-,1,Alien
2019,40,Oct 4-6,"$142,713,298",-15.5%,"$150,554,448",-15.8%,107,Joker
2018,40,Oct 5-8Columbus Day wknd,"$193,103,101",+72.2%,"$203,648,461",+68.2%,74,Venom
2018,40,Oct 5-7,"$168,979,851",+74.2%,"$178,863,365",+69.4%,122,Venom
2017,40,Oct 6-9Columbus Day wknd,"$112,153,933",-,"$121,081,241",-,67,Blade Runner 2049
2017,40,Oct 6-8,"$97,001,069",-5.1%,"$105,557,205",-8.1%,132,Blade Runner 2049
2016,40,Sep 30-Oct 2,"$102,190,772",-26.9%,"$114,916,308",-23.3%,136,Miss Peregrine's Home for Peculiar Children
2015,40,Oct 2-4,"$139,834,346",+2.6%,"$149,774,721",+0.2%,124,The Martian
2014,40,Oct 3-5,"$136,249,161",+22.2%,"$149,452,204",+18.1%,123,Gone Girl
2013,40,Oct 4-6,"$111,457,653",-14.3%,"$126,592,855",-11%,132,Gravity
2012,40,Oct 5-8Columbus Day wknd,"$147,590,739",+62.2%,"$158,700,116",+49.5%,54,Taken 2
2012,40,Oct 5-7,"$130,018,694",+62.4%,"$142,194,488",+49.5%,114,Taken 2
2011,40,Oct 7-9,"$80,038,160",-3%,"$95,125,477",-,129,Real Steel
2011,40,Oct 7-10Columbus Day wknd,"$91,007,749",-,"$106,161,269",-,53,Real Steel
2010,40,Oct 1-3,"$82,543,307",-5.6%,"$95,043,566",-11.3%,140,The Social Network
2009,40,Oct 2-4,"$87,465,911",-3.5%,"$107,092,990",-5.8%,130,Zombieland
2008,40,Oct 3-5,"$90,629,110",+43.7%,"$113,697,851",+34.5%,126,Beverly Hills Chihuahua
2007,40,Oct 5-8Columbus Day wknd,"$71,979,952",-34.1%,"$92,216,061",-23.3%,57,The Game Plan
2007,40,Oct 5-7,"$63,082,114",-36.2%,"$84,553,458",-24.4%,129,The Game Plan
2006,40,Oct 6-8,"$98,930,483",+22.3%,"$111,811,103",+6.4%,131,The Departed
2006,40,Oct 6-9Columbus Day wknd,"$109,260,001",+19.1%,"$120,273,065",+5.7%,45,The Departed
2005,40,Oct 7-9,"$80,874,687",-18%,"$105,088,226",-7.6%,143,Wallace & Gromit: The Curse of the Were-Rabbit
2005,40,Oct 7-10Columbus Day wknd,"$91,725,237",-,"$113,778,846",-,47,Wallace & Gromit: The Curse of the Were-Rabbit
2004,40,Oct 1-3,"$98,687,284",+29.1%,"$113,687,612",+21%,142,Shark Tale
2003,40,Oct 3-5,"$76,465,128",-22.1%,"$93,994,145",-14.9%,148,School of Rock
2002,40,Oct 4-6,"$98,121,206",+21.1%,"$110,471,656",+20.1%,152,Red Dragon
2001,40,Oct 5-8Columbus Day wknd,"$2,646,893",-95.7%,"$2,646,893",-95.7%,10,American Pie 2
2001,40,Oct 5-7,"$81,033,528",+9.5%,"$91,992,909",+5.7%,65,Training Day
2000,40,Oct 6-9Columbus Day wknd,"$61,203,642",-,"$61,203,642",-,10,Meet the Parents
2000,40,Oct 6-8,"$74,008,718",-1.6%,"$87,052,896",+1.1%,64,Meet the Parents
1999,40,Oct 1-3,"$75,201,707",-6.3%,"$86,074,380",+2.5%,61,Double Jeopardy
1998,40,Oct 2-4,"$80,265,375",+41.8%,"$83,945,968",+38.5%,20,Antz
1997,40,Oct 3-5,"$56,621,252",+28.5%,"$60,608,673",+24.8%,22,Kiss the Girls
1996,40,Oct 4-6,"$44,073,815",-16.5%,"$48,549,243",-16.7%,20,The First Wives Club
1995,40,Oct 6-8,"$52,792,066",+13.6%,"$58,249,496",+14.9%,21,Se7en
1995,40,Oct 6-9Columbus Day wknd,"$514,949",+8.3%,"$514,949",+8.3%,2,Apollo 13
1994,40,Oct 7-9,"$46,475,330",-5.5%,"$50,684,460",-2.4%,16,The Specialist
1994,40,Oct 7-10Columbus Day wknd,"$475,385",-,"$475,385",-,2,Jurassic Park
1993,40,Oct 1-3,"$49,174,741",+19.8%,"$51,939,273",+13.5%,16,Malice
1992,40,Oct 2-4,"$41,034,513",+19.6%,"$45,772,415",+16.8%,17,The Last of the Mohicans
1991,40,Oct 4-6,"$34,315,228","+15,161.6%","$39,205,381","+17,336.5%",22,The Fisher King
1990,40,Oct 5-8Columbus Day wknd,"$42,512,770",+37.7%,"$48,703,704",+35.5%,17,Marked for Death
1990,40,Oct 5-7,"$224,847",-93.5%,"$224,847",-93.5%,1,Corporate Affairs
1989,40,Oct 6-9Columbus Day wknd,"$30,862,955",-,"$35,935,567",-,17,Black Rain
1989,40,Oct 6-8,"$3,453,850",-82.3%,"$3,453,850",-85.9%,2,Parenthood
1988,40,Sep 30-Oct 2,"$19,489,673",-33.9%,"$24,523,505",-22.9%,18,Gorillas in the Mist
1987,40,Oct 2-4,"$29,482,547",+18.4%,"$31,800,591",+10.4%,16,Fatal Attraction
1986,40,Oct 3-5,"$24,895,083",-6.5%,"$28,807,522",+3.3%,18,Crocodile Dundee
1985,40,Oct 4-6,"$26,613,895","+1,211.1%","$27,877,767","+1,273.3%",14,Commando
