Name,STARmeter,Episodes,Known for
Wolfgang Von Jurgen Presidential Guard / Prisoner / Guard (uncredited)  Presidential Guard / Prisoner / Guard (uncredited)  See fewer,Members only,5,The Fenn Street Gang (1971)
Jim Dowdall Guerilla / Elite Guard / Thal Guard / Warnsman (uncredited)  Guerilla / Elite Guard / Thal Guard / Warnsman (uncredited)  See fewer,Members only,5,Harry Potter and the Deathly Hallows: Part 2 (2011)
Karen Burch Girl Technician / Woman Watching Show (uncredited)  Girl Technician / Woman Watching Show (uncredited)  See fewer,Members only,5,The Morecambe & Wise Show (1968)
Andy Dempsey Lugo's Warrior / Atlantean Guard (uncredited)  Lugo's Warrior / Atlantean Guard (uncredited)  See fewer,Members only,5,Thirty-Minute Theatre (1965)
Ken Tracey Courtier / Dispatch Rider / Golden Age Man / Guard / Kaled Prisoner / … (uncredited)  See more  Courtier / Dispatch Rider / Golden Age Man / Guard / Kaled Prisoner / Masquer / Villager (uncredited)  See fewer,Members only,5,BBC2 Playhouse (1973)
Tony Lord Cyberman / Dead Crewman / Guard (uncredited)  Cyberman / Dead Crewman / Guard (uncredited)  See fewer,Members only,5,Softly Softly: Task Force (1969)
John Beardmore Captain Revere / Man in Market / Thal General (uncredited)  Captain Revere / Man in Market / Thal General (uncredited)  See fewer,Members only,5,Number 10 (1983)
Alan Harris Vervoid / Sevateem Council Member (uncredited)  Vervoid / Sevateem Council Member (uncredited)  See fewer,Members only,5,Hellraiser (1987)
Jeff Wayne Mentiad / Sctyheman / Tharil (uncredited)  Mentiad / Sctyheman / Tharil (uncredited)  See fewer,Members only,5,Me and My Girl (1984)
Jerry Judge Bandit / Buccaneer First Officer / Kinda / Man-At-Arms / Soldier (uncredited)  Bandit / Buccaneer First Officer / Kinda / Man-At-Arms / Soldier (uncredited)  See fewer,Members only,5,The Tourist (I) (2010)
Bruce Callender Aboriginal Man / Gaztac / Louvre Guard (uncredited)  Aboriginal Man / Gaztac / Louvre Guard (uncredited)  See fewer,Members only,5,Special Branch (1969)
Jonathan Evans Soldier Marshall / Kinda Tribesman (uncredited)  Soldier Marshall / Kinda Tribesman (uncredited)  See fewer,Members only,5,Sense8 (2015)
Dave Ould Sea Devil Warrior / Walkman (uncredited)  Sea Devil Warrior / Walkman (uncredited)  See fewer,Members only,5,The Long Good Friday (1980)
William Perrie Caretaker / The Myrka (uncredited)  Caretaker / The Myrka (uncredited)  See fewer,Members only,5,Absolute Beginners (1986)
Dougie Dean Eprin / Saxon / Saxon warrior (uncredited)  Eprin / Saxon / Saxon warrior (uncredited)  See fewer,Members only,4,Doctor Who (1963)
John Lee Mongol Warrior / Guard / Litter Bearer / Palace Guard (uncredited)  Mongol Warrior / Guard / Litter Bearer / Palace Guard (uncredited)  See fewer,Members only,4,Sky Pirates (1977)
Hugh Cecil Priest / Technix / Worker (uncredited)  Priest / Technix / Worker (uncredited)  See fewer,Members only,4,The Rocky Horror Picture Show (1975)
Norton Clarke Greek Soldier / Secretary / Technician (uncredited)  Greek Soldier / Secretary / Technician (uncredited)  See fewer,Members only,4,UFO (1970)
Peter Day Worker / Tavern Customer / Trojan Soldier (uncredited)  Worker / Tavern Customer / Trojan Soldier (uncredited)  See fewer,Members only,4,Adam Adamant Lives! (1966)
John Freeman Greek Soldier / Guard (uncredited)  Greek Soldier / Guard (uncredited)  See fewer,Members only,4,Adam Adamant Lives! (1966)
Mike Reid Soldier / Greek Soldier / Guard / Worker (uncredited)  Soldier / Greek Soldier / Guard / Worker (uncredited)  See fewer,Members only,4,Snatch (2000)
John Doyle Grecian Man / Cowboy / UNIT Soldier (uncredited)  Grecian Man / Cowboy / UNIT Soldier (uncredited)  See fewer,Members only,4,Doctor Who (1963)
George Romanov Kaled Councillor / Usher (uncredited)  Kaled Councillor / Usher (uncredited)  See fewer,Members only,4,Virgin of the Secret Service (1968)
David Waterman Soldier / Earth Guard on Ogron Planet / Miner / Worker (uncredited)  Soldier / Earth Guard on Ogron Planet / Miner / Worker (uncredited)  See fewer,Members only,4,Doomwatch (1970)
Harry Tierney Resistance Man / Pirate / Plain Clothes PC / Villager at Inn (uncredited)  Resistance Man / Pirate / Plain Clothes PC / Villager at Inn (uncredited)  See fewer,Members only,4,The Gangster Show: The Resistible Rise of Arturo Ui (1972)
Victor Munt Guardian / Inferno Customer / UNIT Soldier (uncredited)  Guardian / Inferno Customer / UNIT Soldier (uncredited)  See fewer,Members only,4,BBC Play of the Month (1965)
Les Shannon Lynch Mob Member / Council Member (uncredited)  Lynch Mob Member / Council Member (uncredited)  See fewer,Members only,4,Out of the Unknown (1965)
Andrew Andreas Central European Guard / Egyptian Warrior / German Soldier (uncredited)  Central European Guard / Egyptian Warrior / German Soldier (uncredited)  See fewer,Members only,4,Adam Adamant Lives! (1966)
Bill Howes Shelterer / Parisian Man (uncredited)  Shelterer / Parisian Man (uncredited)  See fewer,Members only,4,Doomwatch (1970)
Declan Cuffe Cyberman / Inferno Customer / Parisian Man (uncredited)  Cyberman / Inferno Customer / Parisian Man (uncredited)  See fewer,Members only,4,Love in Our Time (1968)
Fiona Fraser Band / Elder / Inferno Customer (uncredited)  Band / Elder / Inferno Customer (uncredited)  See fewer,Members only,4,The Rat Catchers (1966)
Malcolm Attmere Pirate / Militiaman (uncredited)  Pirate / Militiaman (uncredited)  See fewer,Members only,4,Doctor Who (1963)
Alec Coleman Corporal (uncredited)  Corporal (uncredited)  See fewer,Members only,4,Counterstrike (1969)
Richard Courtney Pirate / Militiaman (uncredited)  Pirate / Militiaman (uncredited)  See fewer,Members only,4,Doctor Who (1963)
Gordon Craig Dr. Who / The Doctor (uncredited)  Dr. Who / The Doctor (uncredited)  See fewer,Members only,4,Mr. Justice Duncannon (1963)
Roy Curtis Cowboy (uncredited)  Cowboy (uncredited)  See fewer,Members only,4,Softly Softly (1966)
Stanley Davies Spanish ISC Officer (uncredited)  Spanish ISC Officer (uncredited)  See fewer,Members only,4,"1,000 Convicts and a Woman (1971)"
Terry Hawes Pirate Rower (uncredited)  Pirate Rower (uncredited)  See fewer,Members only,4,Doctor Who (1963)
Morris Quick Tracking Room Technician #2 (uncredited)  Tracking Room Technician #2 (uncredited)  See fewer,Members only,4,Doctor Who (1963)
Ted Rogers Pirate Rower (uncredited)  Pirate Rower (uncredited)  See fewer,Members only,4,Doctor Who (1963)
A.R. Serle Pirate / Militiaman (uncredited)  Pirate / Militiaman (uncredited)  See fewer,Members only,4,Doctor Who (1963)
Bill Smith Cowboy (uncredited)  Cowboy (uncredited)  See fewer,Members only,4,Enemy at the Door (1978)
Philip Williams Pirate (uncredited)  Pirate (uncredited)  See fewer,Members only,4,Doctor Who (1963)
Marguerite Young Settler's Wife / Parisian Woman / Woman with Dog (uncredited)  Settler's Wife / Parisian Woman / Woman with Dog (uncredited)  See fewer,Members only,4,The Gnomes of Dulwich (1969)
Sarah Lisemore Shelterer / Extra (uncredited)  Shelterer / Extra (uncredited)  See fewer,Members only,4,Cold Comfort Farm (1968)
Francis Batsoni Shelterer / General Cheng Teik (uncredited)  Shelterer / General Cheng Teik (uncredited)  See fewer,Members only,4,Sex Through the Ages (1974)
Rosina Stewart Shelterer (uncredited)  Shelterer (uncredited)  See fewer,Members only,4,Lillie (1978)
Malcolm Watson Council Member (uncredited)  Council Member (uncredited)  See fewer,Members only,4,Quatermass and the Pit (1958)
Alex Hood Technician / British Soldier / Firing Squad Member (uncredited)  Technician / British Soldier / Firing Squad Member (uncredited)  See fewer,Members only,4,Driving Ambition (1984)
Barry Kennington Technician / Alien Student / German / Resistance Man / Roman Soldiers (uncredited)  Technician / Alien Student / German / Resistance Man / Roman Soldiers (uncredited)  See fewer,Members only,4,Life with Cooper (1966)
Terry Nelson Space Corps Technician (uncredited)  Space Corps Technician (uncredited)  See fewer,Members only,4,Smuggler (1981)
Alison Daumler Girl Technician (uncredited)  Girl Technician (uncredited)  See fewer,Members only,4,BBC Play of the Month (1965)
Rex Rashley Coven Member / Villager (uncredited)  Coven Member / Villager (uncredited)  See fewer,Members only,4,The Big Pull (1962)
John Tatum Coven Member / Villager (uncredited)  Coven Member / Villager (uncredited)  See fewer,Members only,4,Are You Being Served? (1972)
Francis Williams The Master's Chauffeur (uncredited)  The Master's Chauffeur (uncredited)  See fewer,Members only,4,The Ed Sullivan Show (1948)
Frank Seton Scientist / Sea Devil (uncredited)  Scientist / Sea Devil (uncredited)  See fewer,Members only,4,BBC Play of the Month (1965)
Clinton Morris Presidential Guard / Brother / Peasant villager (uncredited)  Presidential Guard / Brother / Peasant villager (uncredited)  See fewer,Members only,4,The Man Outside (1972)
Andy Devine Draconian (uncredited)  Draconian (uncredited)  See fewer,Members only,4,Emmerdale (1972)
Giles Melville Elite Guard / Castrovalvan / Extra (uncredited)  Elite Guard / Castrovalvan / Extra (uncredited)  See fewer,Members only,4,Survivors (1975)
John Sarbutt Extra / Grecian Wrestler (uncredited)  Extra / Grecian Wrestler (uncredited)  See fewer,Members only,4,The Spy Who Loved Me (1977)
Douglas Stark Coven Member / Coven member / Cricketer / Sorenson Monster (uncredited)  Coven Member / Coven member / Cricketer / Sorenson Monster (uncredited)  See fewer,Members only,4,Rogue Trader (1999)
Tony Hayes Mentiad / Kaled Scientist (uncredited)  Mentiad / Kaled Scientist (uncredited)  See fewer,Members only,4,The View from Daniel Pike (1971)
William Ashley Kaled Scientist (uncredited)  Kaled Scientist (uncredited)  See fewer,Members only,4,Leather Jacket Love Story (1997)
Roy Caeser Elite Guard / Vogan (uncredited)  Elite Guard / Vogan (uncredited)  See fewer,Members only,4,Doctor Who (1963)
Michael Leader Mutant / Pangol Clone / Soldier / Terileptil (uncredited)  Mutant / Pangol Clone / Soldier / Terileptil (uncredited)  See fewer,Members only,4,EastEnders (1985)
Brian Moorehead Dinner Guest / Guard / Gundan / Man in Market (uncredited)  Dinner Guest / Guard / Gundan / Man in Market (uncredited)  See fewer,Members only,4,BBC Sunday-Night Theatre (1950)
Simón Ramírez Grecian Swordsman / Citizen / Grecian swordsman (uncredited)  Grecian Swordsman / Citizen / Grecian swordsman (uncredited)  See fewer,Members only,4,Rocky Carambola (1979)
Mark Arden Tharil (uncredited)  Tharil (uncredited)  See fewer,Members only,4,Carry on Columbus (1992)
Ralph G. Morse Foster Guardian (uncredited)  Foster Guardian (uncredited)  See fewer,Members only,4,Mike Bassett: England Manager (2001)
Alan Talbot Ceremony Observer / Extra / Miner / Tom (uncredited)  Ceremony Observer / Extra / Miner / Tom (uncredited)  See fewer,Members only,4,The Living Daylights (1987)
Mike Brayburn Sea Devil Warrior (uncredited)  Sea Devil Warrior (uncredited)  See fewer,Members only,4,Doctor Who (1963)
Jules Walters Sea Devil Warrior (uncredited)  Sea Devil Warrior (uncredited)  See fewer,Members only,4,The Wild Geese (1978)
Chris Wolfe Sea Devil Warrior (uncredited)  Sea Devil Warrior (uncredited)  See fewer,Members only,4,Hunters (III) (2016)
Nisha Nayar Red Kang (uncredited)  Red Kang (uncredited)  See fewer,Members only,4,In America (2002)
Chris Clough Fifi / Comet site PC (uncredited)  Fifi / Comet site PC (uncredited)  See fewer,Members only,4,Ballykissangel (1996)
Lyn Turner Saxon / Tribeswoman (uncredited)  Saxon / Tribeswoman (uncredited)  See fewer,Members only,3,Special Branch (1969)
Doreen Ubels Fleeing Woman / Tribeswoman / Trojan Woman (uncredited)  Fleeing Woman / Tribeswoman / Trojan Woman (uncredited)  See fewer,Members only,3,The Hiding Place (1975)
Gordon Bremworth Mongol Bandit / Mongol Warrior / Palace Guard / Traveller (uncredited)  Mongol Bandit / Mongol Warrior / Palace Guard / Traveller (uncredited)  See fewer,Members only,3,Doctor Who (1963)
Philip Lee Guard / Mongol Bandit / Palace Guard (uncredited)  Guard / Mongol Bandit / Palace Guard (uncredited)  See fewer,Members only,3,Doctor Who (1963)
Henry Loy Caravan Bearer / Courtier / Male Courtier (uncredited)  Caravan Bearer / Courtier / Male Courtier (uncredited)  See fewer,Members only,3,Doctor Who (1963)
Suk Hee Shng Attendant / Court Lady (uncredited)  Attendant / Court Lady (uncredited)  See fewer,Members only,3,Doctor Who (1963)
Peggy Sirr Chinese Villager / Court Lady / Noblewoman / Traveller (uncredited)  Chinese Villager / Court Lady / Noblewoman / Traveller (uncredited)  See fewer,Members only,3,High Road to China (1983)
Roy Vincente Courtier / Male Courtier / Mongol Warrior (uncredited)  Courtier / Male Courtier / Mongol Warrior (uncredited)  See fewer,Members only,3,UFO (1970)
Santso Wong Guard / Mongal Bandit / Mongol Warrior (uncredited)  Guard / Mongal Bandit / Mongol Warrior (uncredited)  See fewer,Members only,3,The Terror of the Tongs (1961)
Sam Mansary African Diplomat / Alien Delegate / Journalist (uncredited)  African Diplomat / Alien Delegate / Journalist (uncredited)  See fewer,Members only,3,The Onedin Line (1971)
Bill Lodge Rill / UNIT Soldier / Villager (uncredited)  Rill / UNIT Soldier / Villager (uncredited)  See fewer,Members only,3,The Lion in Winter (1968)
Cara Stevens Technician / Trojan Woman (uncredited)  Technician / Trojan Woman (uncredited)  See fewer,Members only,3,BBC Sunday-Night Theatre (1950)
Roy Douglas Guardian / Extra (uncredited)  Guardian / Extra (uncredited)  See fewer,Members only,3,Doctor Who (1963)
Ricky Lansing Trojan Guard / Pirate / Villager at Inn (uncredited)  Trojan Guard / Pirate / Villager at Inn (uncredited)  See fewer,Members only,3,Pegasus (1969)
Gerry Alexander Trojan Man / Trojan Soldier (uncredited)  Trojan Man / Trojan Soldier (uncredited)  See fewer,Members only,3,Absolute Beginners (1986)
Lesley Bryan Trojan Man / Trojan Soldier (uncredited)  Trojan Man / Trojan Soldier (uncredited)  See fewer,Members only,3,Doctor Who (1963)
Charles Erskine Kaled Scientist / Parisian Man / UNIT Soldier (uncredited)  Kaled Scientist / Parisian Man / UNIT Soldier (uncredited)  See fewer,Members only,3,Take an Easy Ride (1976)
Glen Whitter African Aide / Egyptian Slave / Slave (uncredited)  African Aide / Egyptian Slave / Slave (uncredited)  See fewer,Members only,3,Flash Gordon (1980)
Sheila Knight Geneva Secretary / Receptionist / Technician (uncredited)  Geneva Secretary / Receptionist / Technician (uncredited)  See fewer,Members only,3,The Silver Sword (1971)
Arthur McGuire Guard / UNIT Soldier (uncredited)  Guard / UNIT Soldier (uncredited)  See fewer,Members only,3,Adam Adamant Lives! (1966)
Maureen Nelson Brassy Bar Girl (uncredited)  Brassy Bar Girl (uncredited)  See fewer,Members only,3,Softly Softly (1966)
John De Marco Lynch Mob Member / Mexican Bandit (uncredited)  Lynch Mob Member / Mexican Bandit (uncredited)  See fewer,Members only,3,Zoom (2006)
Valerie Taylor Shelterer / Parisian Woman (uncredited)  Shelterer / Parisian Woman (uncredited)  See fewer,Members only,3,Repulsion (1965)
Kathy Fitzgibbon Control Room Operator / Inferno Customer (uncredited)  Control Room Operator / Inferno Customer (uncredited)  See fewer,Members only,3,Comedy Playhouse (1961)
Janice Hoy Band / Inferno Customer (uncredited)  Band / Inferno Customer (uncredited)  See fewer,Members only,3,On the Buses (1969)
Terry Wallis Cyberman / Soldier (uncredited)  Cyberman / Soldier (uncredited)  See fewer,Members only,3,Tales of the Unexpected (1979)
Nicholas Edwards R / T Technician / Elder (uncredited)  R / T Technician / Elder (uncredited)  See fewer,Members only,3,Z Cars (1962)
John Jose Cabin Boy (uncredited)  Cabin Boy (uncredited)  See fewer,Members only,3,Doctor Who (1963)
Pat Leclerc Soldier / Parisian Man / Worker (uncredited)  Soldier / Parisian Man / Worker (uncredited)  See fewer,Members only,3,One Foot in the Grave (1990)
Kevin Leslie Lynch Mob Member / Egyptian Warrior (uncredited)  Lynch Mob Member / Egyptian Warrior (uncredited)  See fewer,Members only,3,Caddie (1976)
Robert Luckham Guard (uncredited)  Guard (uncredited)  See fewer,Members only,3,The Jazz Age (1968)
Tony Maddison Pirate / Extra / Villager at Inn (uncredited)  Pirate / Extra / Villager at Inn (uncredited)  See fewer,Members only,3,King of the River (1966)
Alan Norburn Guardian / Inferno Customer (uncredited)  Guardian / Inferno Customer (uncredited)  See fewer,Members only,3,Diary of a Nobody (1979)
